title,budget,revenue,runtime,genres,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,release__year,production_company,genre1,genre2,genre3
Black Panther: Wakanda Forever,250000000,859102154,162,"['Action', 'Adventure', 'Science Fiction']",20.9575,7.059,6852,True,Ryan Coogler,Letitia Wright,609102154,0.7089985180039485,2022,Marvel Studios,Action,Adventure,Science Fiction
Iron Man,140000000,585174222,126,"['Action', 'Science Fiction', 'Adventure']",20.9466,7.651,26998,True,Jon Favreau,Robert Downey Jr.,445174222,0.7607550115220215,2008,Marvel Studios,Action,Science Fiction,Adventure
65,45000000,60730568,92,"['Action', 'Adventure', 'Science Fiction']",20.8539,6.0,2568,False,Scott Beck,Adam Driver,15730568,0.2590222439546424,2023,Raimi Productions,Action,Adventure,Science Fiction
Whiplash,3300000,50307484,107,"['Drama', 'Music']",20.68,8.377,15664,False,Damien Chazelle,Miles Teller,47007484,0.9344033981107065,2014,Bold Films,Drama,Music,
Terrifier 3,2000000,90322103,125,"['Horror', 'Thriller']",20.629,6.849,1596,True,Damien Leone,Lauren LaVera,88322103,0.9778570257603502,2024,Cineverse,Horror,Thriller,
Deadpool 2,110000000,785896632,120,"['Action', 'Comedy', 'Adventure']",20.3997,7.491,18390,True,David Leitch,Ryan Reynolds,675896632,0.8600324832541082,2018,Maximum Effort,Action,Comedy,Adventure
Aquaman and the Lost Kingdom,205000000,439381226,124,"['Action', 'Adventure', 'Fantasy']",20.3738,6.606,3090,True,James Wan,Jason Momoa,234381226,0.5334347762960632,2023,Warner Bros. Pictures,Action,Adventure,Fantasy
The Suicide Squad,185000000,168717425,132,"['Action', 'Comedy', 'Adventure']",20.3657,7.486,8912,True,James Gunn,Margot Robbie,-16282575,-0.09650796294455063,2021,DC Films,Action,Comedy,Adventure
Azrael,12000000,631272,86,"['Action', 'Horror', 'Thriller']",20.269,6.005,313,False,E.L. Katz,Samara Weaving,-11368728,-18.009238489906096,2024,C2 Motion Picture Group,Action,Horror,Thriller
Prisoners,46000000,122126687,153,"['Drama', 'Thriller', 'Crime']",20.2658,8.099,12191,False,Denis Villeneuve,Hugh Jackman,76126687,0.6233419481853298,2013,Alcon Entertainment,Drama,Thriller,Crime
The Girl on the Train,45000000,173200000,112,"['Crime', 'Drama', 'Mystery', 'Thriller']",20.2508,6.443,5790,False,Tate Taylor,Emily Blunt,128200000,0.7401847575057737,2016,Reliance Entertainment,Crime,Drama,Mystery
Avengers: Age of Ultron,365000000,1405403694,141,"['Action', 'Adventure', 'Science Fiction']",20.2477,7.271,23461,True,Joss Whedon,Robert Downey Jr.,1040403694,0.740288145279345,2015,Marvel Studios,Action,Adventure,Science Fiction
Maleficent,180000000,758539785,97,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",20.1853,7.089,13296,True,Robert Stromberg,Angelina Jolie,578539785,0.7627019655930111,2014,Walt Disney Pictures,Fantasy,Adventure,Action
Mission: Impossible - Rogue Nation,150000000,682716636,131,"['Action', 'Adventure']",20.1842,7.212,9115,True,Christopher McQuarrie,Tom Cruise,532716636,0.7802895197063866,2015,Paramount Pictures,Action,Adventure,
Annabelle,6500000,257589952,99,['Horror'],20.0918,5.781,6223,True,John R. Leonetti,Annabelle Wallis,251089952,0.9747660964663715,2014,Atomic Monster,Horror,,
Cinderella,95000000,543514353,105,"['Romance', 'Fantasy', 'Family', 'Drama']",20.0187,6.826,7164,False,Kenneth Branagh,Lily James,448514353,0.82521160761324,2015,Walt Disney Pictures,Romance,Fantasy,Family
Migration,72000000,298776052,83,"['Animation', 'Adventure', 'Comedy', 'Family']",19.9928,7.387,2017,False,Benjamin Renner,Kumail Nanjiani,226776052,0.7590168304386056,2023,Universal Pictures,Animation,Adventure,Comedy
The Conjuring 2,40000000,322811702,134,['Horror'],19.8402,7.291,8601,True,James Wan,Patrick Wilson,282811702,0.8760887546759379,2016,New Line Cinema,Horror,,
Nosferatu,50000000,180928503,133,"['Horror', 'Fantasy']",19.76,6.72,2681,False,Robert Eggers,Lily-Rose Depp,130928503,0.7236477438825656,2024,Focus Features,Horror,Fantasy,
Kung Fu Panda,130000000,632091832,90,"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']",19.7596,7.3,11936,True,Mark Osborne,Jack Black,502091832,0.7943336815654343,2008,DreamWorks Animation,Action,Adventure,Animation
Gone Girl,61000000,370890259,149,"['Mystery', 'Thriller', 'Drama']",19.7007,7.889,19037,False,David Fincher,Ben Affleck,309890259,0.8355308652093772,2014,20th Century Fox,Mystery,Thriller,Drama
Heretic,10000000,51913394,111,"['Horror', 'Thriller']",19.6817,7.0,1742,False,Scott Beck,Hugh Grant,41913394,0.8073714849004093,2024,A24,Horror,Thriller,
IF,110000000,190309707,104,"['Comedy', 'Fantasy', 'Family']",19.6078,7.056,1362,False,John Krasinski,Cailey Fleming,80309707,0.421994801347679,2024,Paramount Pictures,Comedy,Fantasy,Family
Me Before You,20000000,207945075,110,"['Drama', 'Romance']",19.3521,7.93,12663,False,Thea Sharrock,Emilia Clarke,187945075,0.903820756514671,2016,New Line Cinema,Drama,Romance,
The Notebook,29000000,115600000,123,"['Romance', 'Drama']",19.3436,7.9,11894,False,Nick Cassavetes,Ryan Gosling,86600000,0.7491349480968859,2004,New Line Cinema,Romance,Drama,
The Lord of the Rings: The Return of the King,94000000,1118888979,201,"['Adventure', 'Fantasy', 'Action']",19.2806,8.5,25114,True,Peter Jackson,Elijah Wood,1024888979,0.9159880901820913,2003,New Line Cinema,Adventure,Fantasy,Action
Arrival,47000000,203388186,116,"['Drama', 'Science Fiction', 'Mystery']",19.2791,7.615,18275,False,Denis Villeneuve,Amy Adams,156388186,0.7689147982272677,2016,FilmNation Entertainment,Drama,Science Fiction,Mystery
Jurassic World,150000000,1671537444,124,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",19.2624,6.695,20707,True,Colin Trevorrow,Chris Pratt,1521537444,0.9102622555429875,2015,Amblin Entertainment,Action,Adventure,Science Fiction
Pirates of the Caribbean: Dead Man's Chest,200000000,1066179747,151,"['Adventure', 'Fantasy', 'Action']",19.2461,7.366,16365,True,Gore Verbinski,Johnny Depp,866179747,0.8124143695631465,2006,Walt Disney Pictures,Adventure,Fantasy,Action
The Dark Tower,60000000,113231078,95,"['Fantasy', 'Action', 'Science Fiction']",19.2304,5.776,5246,False,Nikolaj Arcel,Idris Elba,53231078,0.4701101406099834,2017,Columbia Pictures,Fantasy,Action,Science Fiction
Ice Age,59000000,383257136,81,"['Animation', 'Comedy', 'Family', 'Adventure']",19.2275,7.361,13616,True,Chris Wedge,Ray Romano,324257136,0.8460563562735594,2002,20th Century Fox Animation,Animation,Comedy,Family
Casino Royale,150000000,599045960,144,"['Adventure', 'Action', 'Thriller']",19.0793,7.559,10989,True,Martin Campbell,Daniel Craig,449045960,0.7496018502486854,2006,Metro-Goldwyn-Mayer,Adventure,Action,Thriller
Harry Potter and the Deathly Hallows: Part 2,125000000,1341511219,130,"['Fantasy', 'Adventure']",19.0455,8.087,21040,True,David Yates,Daniel Radcliffe,1216511219,0.9068215023254308,2011,Warner Bros. Pictures,Fantasy,Adventure,
Big Hero 6,165000000,657870525,102,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",19.0161,7.7,15905,False,Chris Williams,Scott Adsit,492870525,0.7491907697187072,2014,Walt Disney Pictures,Adventure,Family,Animation
Fury,68000000,211817906,135,"['War', 'Drama', 'Action']",18.9568,7.54,12305,False,David Ayer,Brad Pitt,143817906,0.6789695390530393,2014,Columbia Pictures,War,Drama,Action
Inside Out,175000000,857611174,95,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",18.6852,7.911,22524,True,Pete Docter,Amy Poehler,682611174,0.7959448228924312,2015,Pixar,Animation,Family,Adventure
Beauty and the Beast,160000000,1266115964,129,"['Family', 'Fantasy', 'Romance']",18.653,6.971,15636,False,Bill Condon,Emma Watson,1106115964,0.8736292689221633,2017,Walt Disney Pictures,Family,Fantasy,Romance
28 Days Later,8000000,84661434,113,"['Horror', 'Thriller', 'Science Fiction']",18.6507,7.236,7133,True,Danny Boyle,Cillian Murphy,76661434,0.9055059709950105,2002,DNA Films,Horror,Thriller,Science Fiction
Shrek 2,150000000,935454538,92,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']",18.5886,7.294,12690,True,Conrad Vernon,Mike Myers,785454538,0.8396501444947825,2004,DreamWorks Animation,Animation,Family,Comedy
Kingdom of Heaven,130000000,218100001,144,"['Drama', 'Action', 'Adventure', 'History', 'War']",18.5006,6.983,4484,False,Ridley Scott,Orlando Bloom,88100001,0.40394314807912357,2005,Scott Free Productions,Drama,Action,Adventure
Joker,55000000,1078958629,122,"['Crime', 'Thriller', 'Drama']",18.4809,8.1,26476,True,Todd Phillips,Joaquin Phoenix,1023958629,0.9490249222521395,2019,Warner Bros. Pictures,Crime,Thriller,Drama
The Lord of the Rings: The Two Towers,79000000,926287400,179,"['Adventure', 'Fantasy', 'Action']",18.3654,8.4,22605,True,Peter Jackson,Elijah Wood,847287400,0.9147132952472419,2002,New Line Cinema,Adventure,Fantasy,Action
Civil War,50000000,126542249,109,"['War', 'Action', 'Drama']",18.308,6.859,3599,False,Alex Garland,Kirsten Dunst,76542249,0.6048750484907218,2024,DNA Films,War,Action,Drama
The Hobbit: The Battle of the Five Armies,250000000,956019788,144,"['Action', 'Adventure', 'Fantasy']",18.1926,7.325,14618,True,Peter Jackson,Ian McKellen,706019788,0.7384991365890012,2014,New Line Cinema,Action,Adventure,Fantasy
Annabelle Comes Home,27000000,231252591,106,['Horror'],18.1921,6.405,3600,True,Gary Dauberman,Mckenna Grace,204252591,0.8832445514091559,2019,Atomic Monster,Horror,,
Spider-Man 3,258000000,894983373,139,"['Action', 'Adventure', 'Science Fiction']",18.1058,6.439,14472,True,Sam Raimi,Tobey Maguire,636983373,0.7117264881299644,2007,Laura Ziskin Productions,Action,Adventure,Science Fiction
The Brutalist,9600000,50145227,215,['Drama'],18.1019,7.013,1088,False,Brady Corbet,Adrien Brody,40545227,0.8085560565913881,2024,Brookstreet Pictures,Drama,,
Star Wars: The Last Jedi,200000000,1332698830,152,"['Adventure', 'Action', 'Science Fiction']",18.0857,6.776,15622,True,Rian Johnson,Mark Hamill,1132698830,0.849928584389918,2017,Lucasfilm Ltd.,Adventure,Action,Science Fiction
Shang-Chi and the Legend of the Ten Rings,150000000,432243292,132,"['Action', 'Adventure', 'Fantasy']",18.0794,7.523,9755,False,Destin Daniel Cretton,Simu Liu,282243292,0.6529732149087926,2021,Marvel Studios,Action,Adventure,Fantasy
Mulan,200000000,69965374,115,"['Adventure', 'Fantasy', 'Action']",17.9062,6.9,6797,False,Niki Caro,Liu Yifei,-130034626,-1.8585568627132616,2020,Walt Disney Pictures,Adventure,Fantasy,Action
Guardians of the Galaxy Vol. 3,250000000,845600000,150,"['Science Fiction', 'Adventure', 'Action', 'Comedy']",17.9049,7.9,7383,True,James Gunn,Chris Pratt,595600000,0.7043519394512772,2023,Marvel Studios,Science Fiction,Adventure,Action
La La Land,30000000,509183536,129,"['Comedy', 'Drama', 'Romance', 'Music']",17.883,7.9,17294,False,Damien Chazelle,Ryan Gosling,479183536,0.9410821484220181,2016,Summit Entertainment,Comedy,Drama,Romance
Subservience,4400000,262793,105,"['Horror', 'Science Fiction', 'Thriller']",17.8454,6.7,719,False,SK Dale,Megan Fox,-4137207,-15.743216143504583,2024,Millennium Media,Horror,Science Fiction,Thriller
Taken,25000000,226830568,94,"['Action', 'Thriller']",17.8088,7.395,11495,True,Pierre Morel,Liam Neeson,201830568,0.8897855777533475,2008,EuropaCorp,Action,Thriller,
Twisters,155000000,372262265,123,"['Action', 'Thriller']",17.8046,6.832,2477,True,Lee Isaac Chung,Daisy Edgar-Jones,217262265,0.5836268819779518,2024,Universal Pictures,Action,Thriller,
Django Unchained,100000000,425368238,165,"['Drama', 'Western']",17.792,8.183,26791,False,Quentin Tarantino,Jamie Foxx,325368238,0.7649095746542317,2012,The Weinstein Company,Drama,Western,
The Dark Knight Rises,250000000,1081041287,165,"['Action', 'Crime', 'Drama', 'Thriller']",17.7747,7.785,23240,True,Christopher Nolan,Christian Bale,831041287,0.7687414874840021,2012,Syncopy,Action,Crime,Drama
John Wick: Chapter 2,40000000,171539887,122,"['Action', 'Thriller', 'Crime']",17.6296,7.332,13441,True,Chad Stahelski,Keanu Reeves,131539887,0.7668180812081332,2017,Thunder Road,Action,Thriller,Crime
Fall,3000000,17363261,107,['Thriller'],17.6109,7.137,4141,True,Scott Mann,Grace Caroline Currey,14363261,0.8272213957965615,2022,Tea Shop Productions,Thriller,,
Fifty Shades Freed,55000000,371985018,105,"['Drama', 'Romance']",17.5983,6.695,8131,True,James Foley,Dakota Johnson,316985018,0.8521445828767222,2018,Universal Pictures,Drama,Romance,
Paddington in Peru,90000000,209470312,106,"['Family', 'Comedy', 'Adventure']",17.5925,6.9,389,True,Dougal Wilson,Ben Whishaw,119470312,0.5703448419936473,2024,Marmalade Pictures,Family,Comedy,Adventure
Good Time,2000000,3283369,102,"['Crime', 'Thriller', 'Drama']",17.5902,7.209,2902,False,Benny Safdie,Robert Pattinson,1283369,0.3908695611123818,2017,Elara Pictures,Crime,Thriller,Drama
Harry Potter and the Deathly Hallows: Part 1,250000000,954305868,146,"['Adventure', 'Fantasy']",17.5776,7.7,19507,True,David Yates,Daniel Radcliffe,704305868,0.7380294846934756,2010,Warner Bros. Pictures,Adventure,Fantasy,
Absolution,30000000,3854594,112,"['Action', 'Crime', 'Thriller', 'Mystery']",17.537,5.899,412,False,Hans Petter Moland,Liam Neeson,-26145406,-6.782920847176123,2024,Electromagnetic Productions,Action,Crime,Thriller
Thor: Love and Thunder,250000000,760900000,119,"['Fantasy', 'Action', 'Comedy']",17.52,6.412,7943,True,Taika Waititi,Chris Hemsworth,510900000,0.671441713760021,2022,Marvel Studios,Fantasy,Action,Comedy
Ready Player One,175000000,607274134,140,"['Adventure', 'Action', 'Science Fiction']",17.4962,7.589,16033,True,Steven Spielberg,Tye Sheridan,432274134,0.7118270148486185,2018,Amblin Entertainment,Adventure,Action,Science Fiction
Finding Nemo,94000000,940335536,100,"['Animation', 'Family']",17.3676,7.816,19678,True,Andrew Stanton,Albert Brooks,846335536,0.9000356825821374,2003,Pixar,Animation,Family,
The Equalizer,55000000,192330738,132,"['Thriller', 'Action', 'Crime']",17.3628,7.28,9337,True,Antoine Fuqua,Denzel Washington,137330738,0.7140342694468318,2014,Lonetree Entertainment,Thriller,Action,Crime
Shutter Island,80000000,294804195,138,"['Drama', 'Thriller', 'Mystery']",17.3239,8.2,24562,False,Martin Scorsese,Leonardo DiCaprio,214804195,0.7286334409183017,2010,Paramount Pictures,Drama,Thriller,Mystery
The Nun,22000000,366082797,96,['Horror'],17.1691,5.899,6803,True,Corin Hardy,Taissa Farmiga,344082797,0.9399043053093806,2018,New Line Cinema,Horror,,
Ghost in the Shell,110000000,169801921,107,"['Science Fiction', 'Drama', 'Action']",17.1446,6.091,8162,False,Rupert Sanders,Scarlett Johansson,59801921,0.35218636307418455,2017,Weying Galaxy Entertainment,Science Fiction,Drama,Action
The Lion King,260000000,1662020819,118,"['Adventure', 'Drama', 'Family', 'Animation']",17.1359,7.1,10358,True,Jon Favreau,Chiwetel Ejiofor,1402020819,0.8435639331182169,2019,Walt Disney Pictures,Adventure,Drama,Family
Everything Everywhere All at Once,25000000,139200000,140,"['Action', 'Adventure', 'Science Fiction']",17.0148,7.759,7064,False,Daniel Scheinert,Michelle Yeoh,114200000,0.8204022988505747,2022,IAC Films,Action,Adventure,Science Fiction
Doctor Strange,180000000,676343174,115,"['Action', 'Adventure', 'Fantasy']",16.8671,7.418,22553,True,Scott Derrickson,Benedict Cumberbatch,496343174,0.7338629161651006,2016,Marvel Studios,Action,Adventure,Fantasy
Watchmen,130000000,185258983,163,"['Mystery', 'Action', 'Science Fiction']",16.8661,7.3,9434,False,Zack Snyder,Malin Åkerman,55258983,0.2982796413170421,2009,Warner Bros. Pictures,Mystery,Action,Science Fiction
The Prestige,40000000,109676311,130,"['Drama', 'Mystery', 'Science Fiction']",16.8526,8.2,16541,False,Christopher Nolan,Hugh Jackman,69676311,0.6352904320423396,2006,Warner Bros. Pictures,Drama,Mystery,Science Fiction
It,35000000,703000000,135,"['Horror', 'Thriller']",16.8508,7.2,19367,True,Andy Muschietti,Bill Skarsgård,668000000,0.9502133712660028,2017,New Line Cinema,Horror,Thriller,
A Quiet Place: Day One,67000000,261907653,100,"['Horror', 'Science Fiction', 'Thriller']",16.8277,6.723,2787,False,Michael Sarnoski,Lupita Nyong'o,194907653,0.7441846420577867,2024,Paramount Pictures,Horror,Science Fiction,Thriller
Frozen,150000000,1274219009,102,"['Animation', 'Family', 'Adventure', 'Fantasy']",16.8049,7.2,16875,True,Chris Buck,Idina Menzel,1124219009,0.8822808332472459,2013,Walt Disney Pictures,Animation,Family,Adventure
The Nun II,38500000,269670590,110,['Horror'],16.626,6.709,2181,True,Michael Chaves,Taissa Farmiga,231170590,0.8572332266562698,2023,New Line Cinema,Horror,,
The Great Wall,150000000,331957105,103,"['Action', 'Adventure', 'Fantasy']",16.6144,6.0,5257,False,Zhang Yimou,Matt Damon,181957105,0.5481343892308014,2016,Legendary East,Action,Adventure,Fantasy
Girl Play,1000000,11522,80,"['Comedy', 'Romance']",16.5918,5.8,25,False,Lee Friedlander,Lacie Harmon,-988478,-85.79048776254123,2004,Goff-Kellam Productions,Comedy,Romance,
The Fall Guy,125000000,181073291,127,"['Action', 'Comedy', 'Drama', 'Romance']",16.566,7.023,2999,False,David Leitch,Ryan Gosling,56073291,0.3096717947209564,2024,87North Productions,Action,Comedy,Drama
Pirates of the Caribbean: On Stranger Tides,379000000,1046721266,136,"['Adventure', 'Action', 'Fantasy']",16.5137,6.6,14318,True,Rob Marshall,Johnny Depp,667721266,0.6379169772213265,2011,Walt Disney Pictures,Adventure,Action,Fantasy
Captain America: Civil War,250000000,1155046416,147,"['Adventure', 'Action', 'Science Fiction']",16.4754,7.446,23148,True,Joe Russo,Chris Evans,905046416,0.7835584816878909,2016,Marvel Studios,Adventure,Action,Science Fiction
Spider-Man: Into the Spider-Verse,90000000,384298736,117,"['Animation', 'Action', 'Adventure', 'Science Fiction']",16.4691,8.398,16161,True,Bob Persichetti,Shameik Moore,294298736,0.7658071922463986,2018,Columbia Pictures,Animation,Action,Adventure
Wonka,125000000,634502312,117,"['Comedy', 'Family', 'Fantasy']",16.4489,7.08,3891,True,Paul King,Timothée Chalamet,509502312,0.8029952016943951,2023,Warner Bros. Pictures,Comedy,Family,Fantasy
Venom,116000000,856085151,112,"['Science Fiction', 'Action']",16.4159,6.8,16565,True,Ruben Fleischer,Tom Hardy,740085151,0.8644994602879171,2018,Matt Tolmach Productions,Science Fiction,Action,
In Time,40000000,173900000,109,"['Action', 'Thriller', 'Science Fiction']",16.3768,7.0,11631,False,Andrew Niccol,Justin Timberlake,133900000,0.7699827487061529,2011,New Regency Pictures,Action,Thriller,Science Fiction
Mean Girls,17000000,130161094,97,"['Drama', 'Comedy']",16.367,7.2,9016,True,Mark Waters,Lindsay Lohan,113161094,0.8693926158918117,2004,Broadway Video,Drama,Comedy,
Soul,150000000,121977511,101,"['Animation', 'Family', 'Comedy', 'Fantasy']",16.3063,8.108,10785,False,Pete Docter,Jamie Foxx,-28022489,-0.22973488121101274,2020,Walt Disney Pictures,Animation,Family,Comedy
The King's Man,100000000,125897478,131,"['Action', 'Adventure', 'Thriller']",16.2951,6.747,4699,True,Matthew Vaughn,Ralph Fiennes,25897478,0.20570291328631699,2021,Marv,Action,Adventure,Thriller
