title,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
Dumb and Dumber To,40000000,169837010,110,4.4268,5.56,3243,True,Peter Farrelly,Jim Carrey,129837010,0.7644800741605142,New Line Cinema,Comedy,,
The Stepford Wives,90000000,102000000,93,4.4258,5.685,1347,False,Frank Oz,Nicole Kidman,12000000,0.11764705882352941,Paramount Pictures,Comedy,Science Fiction,Horror
The World's Fastest Indian,25000000,18300000,127,4.425,7.7,796,False,Roger Donaldson,Anthony Hopkins,-6700000,-0.366120218579235,New Zealand Film Commission,Drama,Adventure,History
Point Break,105000000,133782481,114,4.4237,5.957,2328,False,Ericson Core,Edgar Ramírez,28782481,0.21514387223839868,Studio Babelsberg,Action,Adventure,Crime
Mysterious Skin,3000000,2148548,105,4.4175,7.7,1133,False,Gregg Araki,Joseph Gordon-Levitt,-851452,-0.3962918212672,Desperate Pictures,Drama,,
Wall Street: Money Never Sleeps,70000000,134748021,133,4.4172,6.08,1567,True,Oliver Stone,Michael Douglas,64748021,0.4805118510794307,Pressman Film,Drama,Crime,
The Campaign,95000000,104907746,85,4.4159,5.83,1763,False,Jay Roach,Will Ferrell,9907746,0.0944424637623994,Location Gourmet,Comedy,,
Let Him Go,21000000,7997460,114,4.4156,6.8,713,False,Thomas Bezucha,Diane Lane,-13002540,-1.6258337022004485,The Mazur Kaplan Company,Thriller,Crime,Western
17 Again,20000000,136300000,102,4.4142,6.3,5219,False,Burr Steers,Zac Efron,116300000,0.8532648569332355,New Line Cinema,Comedy,Fantasy,Drama
Mike and Dave Need Wedding Dates,33000000,77100000,98,4.4111,6.1,2503,False,Jake Szymanski,Zac Efron,44100000,0.5719844357976653,Chernin Entertainment,Comedy,,
The Return,20000000,2106733,116,4.4034,6.534,291,False,Uberto Pasolini,Ralph Fiennes,-17893267,-8.493371965028317,Picomedia,History,Drama,Adventure
The Pacifier,56000000,198636868,95,4.403,6.059,3085,False,Adam Shankman,Vin Diesel,142636868,0.7180785190390738,Walt Disney Pictures,Comedy,Family,Action
The Art of Racing in the Rain,18000000,33800000,109,4.3976,8.2,1528,False,Simon Curtis,Kevin Costner,15800000,0.46745562130177515,Original Film,Drama,Romance,
Judy,10000000,38981322,118,4.3969,6.7,1200,False,Rupert Goold,Renée Zellweger,28981322,0.7434668839604773,BBC Film,Drama,History,Music
American Hustle,40000000,251171807,138,4.3968,6.852,7396,False,David O. Russell,Christian Bale,211171807,0.8407464576627424,Annapurna Pictures,Drama,Crime,
Searching,1000000,75462037,102,4.3962,7.6,3969,True,Aneesh Chaganty,John Cho,74462037,0.9867483036536636,Stage 6 Films,Drama,Mystery,Thriller
Step Brothers,65000000,128100000,98,4.3929,6.551,3191,False,Adam McKay,Will Ferrell,63100000,0.492583918813427,Columbia Pictures,Comedy,,
The Little Prince,64000000,97571250,108,4.392,7.609,2838,False,Mark Osborne,Riley Osborne,33571250,0.3440690777252521,Orange Studio,Adventure,Animation,Fantasy
The Strangers: Chapter 1,8500000,48166448,91,4.3908,5.7,514,True,Renny Harlin,Madelaine Petsch,39666448,0.8235286106212357,Fifth Element Productions,Horror,Thriller,
The Last Kumite,1303000,65000000,105,4.3896,6.9,110,False,Ross W. Clarkson,Mathis Landwehr,63697000,0.9799538461538462,Lowe Media,Action,Thriller,
The Longest Ride,34000000,63013281,128,4.3896,7.631,3207,False,George Tillman Jr.,Britt Robertson,29013281,0.46043120655786834,Fox 2000 Pictures,Drama,Romance,
Failure to Launch,50000000,130224158,97,4.3836,5.828,1687,False,Tom Dey,Matthew McConaughey,80224158,0.6160466631698245,Failure to Launch Productions,Romance,Comedy,
Fighting with My Family,11000000,39055536,108,4.38,6.8,1751,False,Stephen Merchant,Florence Pugh,28055536,0.7183497878508184,WWE Studios,Comedy,,
Sweeney Todd: The Demon Barber of Fleet Street,50000000,152000000,116,4.3798,7.2,6005,False,Tim Burton,Johnny Depp,102000000,0.6710526315789473,DreamWorks Pictures,Drama,Horror,
Mirrors,35000000,72400000,111,4.3784,6.3,1900,True,Alexandre Aja,Kiefer Sutherland,37400000,0.5165745856353591,Regency Enterprises,Horror,Mystery,
Bros,22000000,14800000,115,4.3756,6.701,520,False,Nicholas Stoller,Billy Eichner,-7200000,-0.4864864864864865,Universal Pictures,Comedy,Romance,
This Is 40,35000000,88200000,134,4.3747,5.887,2210,True,Judd Apatow,Paul Rudd,53200000,0.6031746031746031,Apatow Productions,Comedy,,
Almost Christmas,17000000,42580920,111,4.3734,6.0,367,False,David E. Talbert,Kimberly Elise,25580920,0.6007601526693176,Will Packer Productions,Comedy,Drama,
My Little Pony: The Movie,6000000,61294644,99,4.372,7.2,389,False,Jayson Thiessen,Tara Strong,55294644,0.902112164971543,Lionsgate,Family,Animation,Adventure
The Omen,25000000,119975084,110,4.3708,5.63,1103,False,John Moore,Liev Schreiber,94975084,0.7916234007387734,20th Century Fox,Horror,Mystery,Thriller
Hoodwinked!,8000000,110000000,81,4.3674,6.2,1792,True,Cory Edwards,Anne Hathaway,102000000,0.9272727272727272,Kanbar Entertainment,Animation,Comedy,Family
Antichrist,11000000,7413863,104,4.3648,6.6,2650,False,Lars von Trier,Willem Dafoe,-3586137,-0.4837069419815284,Zentropa Entertainments,Drama,Horror,Thriller
Shortbus,2000000,5557564,101,4.3643,6.3,534,False,John Cameron Mitchell,Sook-Yin Lee,3557564,0.6401301001661879,Fortissimo Films,Romance,Drama,Comedy
Arthur Christmas,10000000,151300000,97,4.3634,6.8,1524,False,Sarah Smith,James McAvoy,141300000,0.9339061467283543,Columbia Pictures,Drama,Animation,Family
Alexander,155000000,167298192,175,4.3632,5.94,3334,False,Oliver Stone,Colin Farrell,12298192,0.0735106091283999,Intermedia Films,War,History,Action
The Kid Who Would Be King,59000000,32140970,120,4.355,6.191,783,False,Joe Cornish,Louis Ashbourne Serkis,-26859030,-0.8356633293892499,Working Title Films,Action,Adventure,Fantasy
Moana,150000000,690860472,107,4.3539,7.568,13116,True,John Musker,Auliʻi Cravalho,540860472,0.7828794581838516,Walt Disney Pictures,Adventure,Comedy,Family
Gnomeo & Juliet,36000000,189712432,84,4.3532,5.9,1993,True,Kelly Asbury,James McAvoy,153712432,0.8102391096857585,Touchstone Pictures,Animation,Family,
Dirty Grandpa,11500000,94100000,102,4.3526,5.9,4434,False,Dan Mazer,Robert De Niro,82600000,0.8777895855472901,Covert Media,Comedy,,
Exam,600000,394717,97,4.3526,6.7,2118,False,Stuart Hazeldine,Luke Mably,-205283,-0.5200764091741679,Bedlam Productions,Thriller,Mystery,
The Switch,19000000,49830607,101,4.3524,6.232,1923,False,Will Speck,Jennifer Aniston,30830607,0.6187082368874214,Mandate Pictures,Comedy,Romance,Drama
Sleeping Beauty,10000000,408680,102,4.3486,5.3,629,False,Julia Leigh,Emily Browning,-9591320,-23.469022217872173,Fulcrum Media Finance,Drama,Romance,
The Sisterhood of the Traveling Pants,25000000,39053061,119,4.3466,6.51,1305,True,Ken Kwapis,Amber Tamblyn,14053061,0.35984531404593356,Alloy Entertainment,Drama,Comedy,Romance
Dracula Untold,70000000,217124280,92,4.3439,6.439,6221,False,Gary Shore,Luke Evans,147124280,0.6776039971209116,Universal Pictures,Horror,Action,Fantasy
Confessions of a Shopaholic,40000000,108394089,104,4.3434,6.488,2645,False,P.J. Hogan,Isla Fisher,68394089,0.6309761872716141,Touchstone Pictures,Comedy,Romance,
Miss Sloane,13000000,9101546,133,4.3432,7.4,1866,False,John Madden,Jessica Chastain,-3898454,-0.42832876963979527,FilmNation Entertainment,Drama,Crime,
Carrie,30000000,84790678,100,4.3412,6.0,4528,False,Kimberly Peirce,Chloë Grace Moretz,54790678,0.6461875207555245,Misher Films,Drama,Horror,
Back to Black,30000000,51001975,122,4.3404,6.7,596,False,Sam Taylor-Johnson,Marisa Abela,21001975,0.4117874847003474,Monumental Pictures,Music,History,Drama
U-571,62000000,127700000,116,4.3403,6.501,1267,False,Jonathan Mostow,Matthew McConaughey,65700000,0.514487079091621,Universal Pictures,War,Action,Adventure
2 Guns,61000000,131940411,109,4.3384,6.54,4235,False,Baltasar Kormákur,Denzel Washington,70940411,0.5376700774412473,Universal Pictures,Action,Comedy,Crime
Eighth Grade,2000000,13539709,94,4.3377,7.2,1570,False,Bo Burnham,Elsie Fisher,11539709,0.8522863379116937,A24,Comedy,Drama,
A Thousand Words,40000000,22044277,91,4.3373,6.1,1340,False,Brian Robbins,Eddie Murphy,-17955723,-0.8145299117771021,Paramount Pictures,Drama,Comedy,
Pet Sematary,21000000,113118226,100,4.3352,5.738,3266,True,Dennis Widmyer,Jason Clarke,92118226,0.8143535242499295,di Bonaventura Pictures,Horror,Thriller,
Thelma,5000000,12537071,98,4.3315,6.9,281,False,Josh Margolin,June Squibb,7537071,0.6011827642995721,Zurich Avenue,Action,Comedy,Adventure
Skyline,10500000,66984887,92,4.3299,5.0,1657,True,Colin Strause,Eric Balfour,56484887,0.843248224035968,RAT Entertainment,Science Fiction,Action,Thriller
"Legally Blonde 2: Red, White & Blonde",45000000,124914842,95,4.3282,5.711,1632,True,Charles Herman-Wurmfeld,Reese Witherspoon,79914842,0.6397545777626649,Metro-Goldwyn-Mayer,Comedy,Romance,
Maid in Manhattan,55000000,154906693,105,4.3201,6.118,1940,False,Wayne Wang,Jennifer Lopez,99906693,0.6449475556230485,Red Om Films,Comedy,Drama,Romance
Mary and Max,8240000,1740429,92,4.3189,7.9,2075,False,Adam Elliot,Toni Collette,-6499571,-3.7344648934257014,Melodrama Pictures,Animation,Comedy,Drama
The Eye,12000000,58010320,98,4.3107,5.9,1082,False,Xavier Palud,Jessica Alba,46010320,0.7931402550442749,Paramount Vantage,Drama,Horror,Thriller
Soul Surfer,18000000,47088990,112,4.3068,7.01,1193,False,Sean McNamara,AnnaSophia Robb,29088990,0.6177450397640722,Enticing Entertainment,Family,Drama,
The Woman in Black,32000000,129000000,95,4.3019,6.139,3510,True,James Watkins,Daniel Radcliffe,97000000,0.751937984496124,Hammer Film Productions,Drama,Horror,Thriller
Trouble with the Curve,60000000,49000000,111,4.2965,6.995,1626,False,Robert Lorenz,Clint Eastwood,-11000000,-0.22448979591836735,Malpaso Productions,Drama,Romance,
The One,49000000,72689126,87,4.2947,6.136,1621,False,James Wong,Jet Li,23689126,0.3258964208759368,Revolution Studios,Action,Science Fiction,Thriller
Shanghai Noon,55000000,99274467,110,4.2883,6.4,2594,True,Tom Dey,Jackie Chan,44274467,0.44598040501189495,Touchstone Pictures,Adventure,Action,Comedy
We Need to Talk About Kevin,7000000,10800000,113,4.2854,7.5,2894,False,Lynne Ramsay,Tilda Swinton,3800000,0.35185185185185186,BBC Film,Drama,Thriller,
Punch-Drunk Love,25000000,24665649,96,4.2845,7.1,2442,False,Paul Thomas Anderson,Adam Sandler,-334351,-0.013555329519203001,Columbia Pictures,Romance,Drama,Comedy
Red Riding Hood,42000000,89162162,100,4.2841,5.985,3193,False,Catherine Hardwicke,Amanda Seyfried,47162162,0.5289481652542252,Appian Way,Thriller,Drama,Fantasy
Imaginary,13000000,43787034,104,4.2838,5.9,581,False,Jeff Wadlow,DeWanda Wise,30787034,0.7031084590018132,Blumhouse Productions,Horror,Mystery,
Gulliver's Travels,112000000,237382724,85,4.2805,5.201,2431,False,Rob Letterman,Jack Black,125382724,0.5281880748828208,Dune Entertainment,Family,Comedy,Adventure
My Spy,18000000,10200000,99,4.2752,6.9,1288,True,Peter Segal,Dave Bautista,-7800000,-0.7647058823529411,STXfilms,Family,Action,Comedy
Bedazzled,48000000,90383208,93,4.2725,6.1,1953,False,Harold Ramis,Brendan Fraser,42383208,0.46892790085521197,KirchMedia,Fantasy,Comedy,Romance
Hell or High Water,12000000,37600000,102,4.2667,7.3,4579,False,David Mackenzie,Jeff Bridges,25600000,0.6808510638297872,Sidney Kimmel Entertainment,Western,Crime,Drama
The Crazies,20000000,54956140,101,4.2662,6.3,2101,False,Breck Eisner,Timothy Olyphant,34956140,0.6360734214593674,Penn Station Entertainment,Mystery,Horror,Action
A Beautiful Day in the Neighborhood,25000000,67900000,109,4.2654,7.0,1651,False,Marielle Heller,Matthew Rhys,42900000,0.6318114874815906,TriStar Pictures,Drama,History,Family
Mr. Popper's Penguins,55000000,187361754,94,4.2645,5.968,3018,False,Mark Waters,Jim Carrey,132361754,0.7064502288978358,Davis Entertainment,Comedy,Family,
Suburbicon,25000000,12751667,105,4.264,5.9,1740,False,George Clooney,Matt Damon,-12248333,-0.9605279843019741,Black Bear Pictures,Thriller,Crime,Drama
Contraband,25000000,96262212,109,4.2638,6.329,2096,False,Baltasar Kormákur,Mark Wahlberg,71262212,0.740292691383406,Universal Pictures,Thriller,Action,Drama
In the Name of the King: A Dungeon Siege Tale,60000000,13097915,127,4.2628,4.8,857,True,Uwe Boll,Jason Statham,-46902085,-3.5808817662963914,Boll Kino Beteiligungs GmbH & Co. KG,Adventure,Fantasy,Action
Willy's Wonderland,5000000,431020,88,4.2624,6.0,1037,False,Kevin Lewis,Nicolas Cage,-4568980,-10.600389773096376,Saturn Films,Horror,Thriller,
John Tucker Must Die,18000000,68844775,87,4.262,6.1,1401,False,Betty Thomas,Jesse Metcalfe,50844775,0.738542249575222,John US Productions,Comedy,Romance,
Chef,11000000,45967935,114,4.2592,7.112,3384,False,Jon Favreau,Jon Favreau,34967935,0.7607027594343753,Altus Media,Comedy,,
Professor Marston and the Wonder Women,7000000,1600000,108,4.2585,7.2,889,False,Angela Robinson,Luke Evans,-5400000,-3.375,Topple Productions,Drama,Romance,
Lucky Number Slevin,27000000,56300000,110,4.2581,7.484,4184,False,Paul McGuigan,Josh Hartnett,29300000,0.5204262877442274,The Weinstein Company,Drama,Thriller,Crime
Magic Mike's Last Dance,45000000,52000000,112,4.2514,6.5,533,True,Steven Soderbergh,Channing Tatum,7000000,0.1346153846153846,Warner Bros. Pictures,Comedy,Drama,Romance
Bottle Shock,5000000,4040588,110,4.2509,6.3,210,False,Randall Miller,Alan Rickman,-959412,-0.23744365919019708,Intellectual Properties Worldwide,Comedy,Drama,
Before the Devil Knows You're Dead,18000000,25005257,117,4.2487,7.1,1575,False,Sidney Lumet,Philip Seymour Hoffman,7005257,0.2801513697699648,Michael Cerenzie Productions,Crime,Drama,Thriller
Chocolat,25000000,152500000,121,4.2459,7.0,3347,False,Lasse Hallström,Juliette Binoche,127500000,0.8360655737704918,Miramax,Comedy,Drama,Romance
The Skeleton Key,43000000,93983911,104,4.2453,6.621,2124,False,Iain Softley,Kate Hudson,50983911,0.5424748816848024,Universal Pictures,Drama,Horror,Mystery
Behind Enemy Lines,40000000,91753202,106,4.245,6.4,1547,True,John Moore,Owen Wilson,51753202,0.5640479119191938,Davis Entertainment,Action,Drama,Thriller
Vantage Point,40000000,152039882,90,4.2446,6.4,2055,False,Pete Travis,Dennis Quaid,112039882,0.7369111349349772,KanZaman Productions,Drama,Action,Thriller
Judas and the Black Messiah,26000000,6416063,126,4.2443,7.3,1585,False,Shaka King,Daniel Kaluuya,-19583937,-3.052329286666917,MACRO,Drama,History,
Downsizing,68000000,55003890,135,4.241,5.4,3881,False,Alexander Payne,Matt Damon,-12996110,-0.23627619791981985,Paramount Pictures,Drama,Science Fiction,Comedy
Hanna,30000000,63782078,111,4.2399,6.6,3446,False,Joe Wright,Saoirse Ronan,33782078,0.5296484382336994,Holleran Company,Action,Thriller,Adventure
She Said,32000000,13900000,129,4.2396,7.241,632,False,Maria Schrader,Zoe Kazan,-18100000,-1.3021582733812949,Plan B Entertainment,Drama,History,
Max Payne,35000000,85416905,100,4.2348,5.4,2120,False,John Moore,Mark Wahlberg,50416905,0.5902450457552869,Dune Entertainment,Crime,Action,Drama
Woody Woodpecker,10000000,15316635,91,4.2346,6.559,735,True,Alex Zamm,Eric Bauza,5316635,0.3471150810866747,Universal Pictures,Comedy,Family,Animation
The Ugly Truth,38000000,321700000,96,4.2303,6.504,3600,False,Robert Luketic,Katherine Heigl,283700000,0.8818775256450109,Lakeshore Entertainment,Comedy,Romance,
What Lies Beneath,100000000,291420351,130,4.2297,6.435,1889,False,Robert Zemeckis,Harrison Ford,191420351,0.6568530658313564,DreamWorks Pictures,Drama,Horror,Mystery
No Reservations,28000000,92601050,104,4.2283,6.675,1395,False,Scott Hicks,Catherine Zeta-Jones,64601050,0.6976276186933086,Castle Rock Entertainment,Comedy,Romance,Drama
Rules Don't Apply,25000000,3900000,127,4.227,5.7,475,False,Warren Beatty,Warren Beatty,-21100000,-5.410256410256411,Tatira,Romance,Comedy,Drama
"Are You There God? It's Me, Margaret.",30000000,21800000,107,4.2219,7.229,422,False,Kelly Fremon Craig,Abby Ryder Fortson,-8200000,-0.3761467889908257,Gracie Films,Comedy,Drama,
Case 39,27000000,29000000,109,4.2219,6.319,2264,False,Christian Alvart,Renée Zellweger,2000000,0.06896551724137931,Paramount Vantage,Horror,Mystery,Thriller
The Secret of Moonacre,32000000,7162618,103,4.2197,6.5,460,False,Gábor Csupó,Dakota Blue Richards,-24837382,-3.4676401840779447,Forgan-Smith Entertainment,Adventure,Fantasy,Romance
Fences,24000000,64400000,139,4.2157,6.862,2661,False,Denzel Washington,Denzel Washington,40400000,0.6273291925465838,Paramount Pictures,Drama,,
The Hate U Give,23000000,34934009,133,4.2129,8.1,2155,False,George Tillman Jr.,Amandla Stenberg,11934009,0.3416157876412066,Temple Hill Entertainment,Crime,Drama,
Ad Astra,87500000,127461872,123,4.2103,6.1,6809,False,James Gray,Brad Pitt,39961872,0.3135202031239585,New Regency Productions,Science Fiction,Drama,
Chaos,30000000,7000000,106,4.2079,6.3,1074,False,Tony Giglio,Jason Statham,-23000000,-3.2857142857142856,Mobius International,Drama,Action,Crime
Doomsday,30000000,22472631,108,4.2054,6.0,1316,False,Neil Marshall,Rhona Mitra,-7527369,-0.33495717524129687,Rogue Pictures,Action,Thriller,Science Fiction
Man on a Ledge,42000000,46221189,102,4.2031,6.4,2656,False,Asger Leth,Sam Worthington,4221189,0.09132584192068274,Summit Entertainment,Action,Thriller,Crime
Hostel,4800000,81979826,94,4.2015,5.939,3717,True,Eli Roth,Jay Hernandez,77179826,0.9414490096624504,International Production Company,Horror,,
Pride and Prejudice and Zombies,28000000,16457494,108,4.1973,6.2,2202,False,Burr Steers,Lily James,-11542506,-0.7013525874595489,Handsomecharlie Films,Romance,Horror,Comedy
Café Society,30000000,43763247,97,4.1966,6.5,2727,False,Woody Allen,Jesse Eisenberg,13763247,0.31449327788680764,Perdido Productions,Comedy,Drama,Romance
Alvin and the Chipmunks: The Road Chip,90000000,233755553,92,4.1961,6.0,1675,True,Walt Becker,Jason Lee,143755553,0.6149824085676373,TSG Entertainment,Family,Comedy,Adventure
Thirteen,2000000,10128960,100,4.1952,6.664,1664,False,Catherine Hardwicke,Evan Rachel Wood,8128960,0.8025463621141756,Michael London Productions,Drama,,
Snakes on a Plane,33000000,62022014,105,4.1929,5.5,1829,False,David R. Ellis,Samuel L. Jackson,29022014,0.46793085435761567,New Line Cinema,Action,Thriller,Adventure
The Bricklayer,23900000,899683,110,4.1922,5.8,322,False,Renny Harlin,Aaron Eckhart,-23000317,-25.56491230800182,Eclectic Pictures,Action,Thriller,
Men of Honor,32000000,82300000,129,4.187,7.5,2358,False,George Tillman Jr.,Robert De Niro,50300000,0.6111786148238153,Fox 2000 Pictures,Drama,,
Carol,11800000,40272135,118,4.1851,7.5,3774,False,Todd Haynes,Cate Blanchett,28472135,0.7069934335490283,Killer Films,Romance,Drama,
North Country,35000000,25224242,126,4.1741,7.3,678,False,Niki Caro,Charlize Theron,-9775758,-0.3875540838848597,Participant,Drama,,
Cinderella Man,88000000,108539911,144,4.1738,7.6,2261,False,Ron Howard,Russell Crowe,20539911,0.18923832543035712,Universal Pictures,Romance,Drama,History
Happy Death Day 2U,9000000,64600152,100,4.1721,6.3,3469,True,Christopher Landon,Jessica Rothe,55600152,0.8606814423594545,Digital Riot Media,Comedy,Horror,Science Fiction
CHiPS,25000000,26800152,100,4.1683,6.1,1326,False,Dax Shepard,Michael Peña,1800152,0.06716946978509675,Primate Pictures,Action,Comedy,Crime
Bridge of Spies,40000000,165478348,141,4.1675,7.234,6946,False,Steven Spielberg,Tom Hanks,125478348,0.7582765329516101,TSG Entertainment,Thriller,Drama,
The Boss Baby,125000000,527965936,97,4.1675,6.5,7212,True,Tom McGrath,Alec Baldwin,402965936,0.7632423012987717,DreamWorks Animation,Animation,Comedy,Family
